_id,createdat,rentaldate,returndate,lastupdate,description,userid,hotelid,status
068eb6a7-fd1d-431c-aca3-78b2f8000087,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000030,068eb6a7-fd1d-431c-aca3-78b2f8000057,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000088,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000031,068eb6a7-fd1d-431c-aca3-78b2f8000058,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000089,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000032,068eb6a7-fd1d-431c-aca3-78b2f8000059,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000090,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000033,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000091,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000092,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000035,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000093,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000036,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000094,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000037,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000095,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000038,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000096,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000039,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000097,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000040,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000098,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000041,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000099,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000042,068eb6a7-fd1d-431c-aca3-78b2f8000069,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000100,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000043,068eb6a7-fd1d-431c-aca3-78b2f8000070,OPENED
068eb6a7-fd1d-431c-aca3-78b2f8000101,2022-10-01 22:07:34.967+03,2022-10-01 22:07:34.967,,,,068eb6a7-fd1d-431c-aca3-78b2f8000044,068eb6a7-fd1d-431c-aca3-78b2f8000071,OPENED
0edfe9ab-9917-4ef2-babb-30301d0c3475,2022-10-16 18:13:12.59+03,2022-10-16 15:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
5eea5cdd-b92a-47a3-a050-320f2afd20ea,2022-10-16 18:13:12.59+03,2022-10-16 16:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
3d7362f0-bd4e-4044-ae1a-b80c097a455b,2022-10-16 18:13:12.59+03,2022-10-16 17:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
eb7649eb-8d5f-4b52-b015-4dedcbf289f3,2022-10-16 18:13:12.59+03,2022-10-16 18:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
5b750bfc-14a9-45df-af7d-3f7d8734cf38,2022-10-16 18:13:12.59+03,2022-10-16 19:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
50cd001e-ac23-4e49-893c-54b3d1fe53da,2022-10-16 18:13:12.59+03,2022-10-16 20:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
93c18aea-6228-48f6-a5d4-93aa9d1a4859,2022-10-16 18:13:12.59+03,2022-10-16 21:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
b5aebccc-b84f-49e3-9678-61e848086b2f,2022-10-16 18:13:12.59+03,2022-10-16 22:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
d4b4a28f-f583-43a0-a1a9-b72b403448b6,2022-10-16 18:13:12.59+03,2022-10-16 23:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
4aa97892-27df-49a0-90c2-42666e6d8c54,2022-10-16 18:13:12.59+03,2022-10-17 00:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
d323570a-194b-4cc9-972f-2cc79609d441,2022-10-16 18:13:12.59+03,2022-10-17 01:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
2f77cb74-1227-4130-bc92-d397b59808c3,2022-10-16 18:13:12.59+03,2022-10-17 02:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
07a3043b-61a1-4a82-b39c-80e249c58fa1,2022-10-16 18:13:12.59+03,2022-10-17 03:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
f9bde8eb-9936-4280-9164-ac9200880301,2022-10-16 18:13:12.59+03,2022-10-17 04:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
c60d26a8-a169-4b01-babe-46264a59b28d,2022-10-16 18:13:12.59+03,2022-10-17 05:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
c1274525-05ab-4235-9cec-0e6ff3fb2ad4,2022-10-16 18:13:12.59+03,2022-10-17 06:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
e206d019-4d06-4155-a927-bb116cbdfcc1,2022-10-16 18:13:12.59+03,2022-10-17 07:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
8b16fd75-0976-4b3a-9c44-5cf0c12d624f,2022-10-16 18:13:12.59+03,2022-10-17 08:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
014d035c-e60e-43ca-af93-8be245628b40,2022-10-16 18:13:12.59+03,2022-10-17 09:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
1b0385c8-b01a-41ad-877d-a0e030a37934,2022-10-16 18:13:12.59+03,2022-10-17 10:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
631567d7-3863-475c-bdae-495ebeb735bb,2022-10-16 18:13:12.59+03,2022-10-17 11:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
e4c5b253-c02a-434e-bdea-e71f264b681b,2022-10-16 18:13:12.59+03,2022-10-17 12:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
43dfadf5-49bd-4273-9ce2-1f982bff81e4,2022-10-16 18:13:12.59+03,2022-10-17 13:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
f437a5b0-e0ac-4e3c-8470-83ee747f027d,2022-10-16 18:13:12.59+03,2022-10-17 14:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
420f8715-3468-487e-a6fd-cb7ccdf9007e,2022-10-16 18:13:12.59+03,2022-10-17 15:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
ca911845-490f-4125-bc46-6fa7b7a6155e,2022-10-16 18:13:12.59+03,2022-10-17 16:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
cb7352c2-e026-499a-9dbb-2b6bf636cf0e,2022-10-16 18:13:12.59+03,2022-10-17 17:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
2bf3e58c-8c17-4e9a-8a6a-34cedcad2d0d,2022-10-16 18:13:12.59+03,2022-10-17 18:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
34174b25-2d25-4ce0-bfe6-ce30f44b2cb6,2022-10-16 18:13:12.59+03,2022-10-17 19:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
51045b71-6b5a-49c9-a30c-46112031a8b7,2022-10-16 18:13:12.59+03,2022-10-17 20:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
329944c1-e423-40b6-89bd-e6514ad78825,2022-10-16 18:13:12.59+03,2022-10-17 21:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
376cd17c-3c8a-40cd-9a1a-d6dafa06861c,2022-10-16 18:13:12.59+03,2022-10-17 22:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
813c6ada-48af-4f6f-a232-9562dd3b7436,2022-10-16 18:13:12.59+03,2022-10-17 23:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
6e1616c2-b804-4c2f-8892-9efd52ec06a0,2022-10-16 18:13:12.59+03,2022-10-18 00:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
5e470f99-663a-43cc-84cd-7c788e941b06,2022-10-16 18:13:12.59+03,2022-10-18 01:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
d062915a-8c5e-476d-b54d-626192401ce6,2022-10-16 18:13:12.59+03,2022-10-18 02:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
55baa642-ff2c-47ff-a026-7329ecefcead,2022-10-16 18:13:12.59+03,2022-10-18 03:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
c22bfd18-8119-4ed6-86da-85b3a802932a,2022-10-16 18:13:12.59+03,2022-10-18 04:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
da38f0c0-14f4-4a6e-a974-833e23e1f81b,2022-10-16 18:13:12.59+03,2022-10-18 05:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
3806b5e2-1946-42e9-bed0-6c2bfee08be4,2022-10-16 18:13:12.59+03,2022-10-18 06:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
361df52d-a64c-4c39-a790-8b743449bff5,2022-10-16 18:13:12.59+03,2022-10-18 07:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
7311e63e-c48c-4e63-a1ef-42cb4f5d8833,2022-10-16 18:13:12.59+03,2022-10-18 08:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
0ff1f633-954e-452c-8d1c-798236512bdc,2022-10-16 18:13:12.59+03,2022-10-18 09:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
2db2dd43-01d8-4296-a613-adf498f15288,2022-10-16 18:13:12.59+03,2022-10-18 10:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
257fb389-16ca-4c1a-b4ec-6a66336fe876,2022-10-16 18:13:12.59+03,2022-10-18 11:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
a84857eb-3c27-41c5-b9e9-14d546f0c157,2022-10-16 18:13:12.59+03,2022-10-18 12:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
4f1c7b35-4507-4cbd-bb4a-d47a12b35571,2022-10-16 18:13:12.59+03,2022-10-18 13:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
04c03a9c-75de-42dd-ac8b-2d45ec167b3b,2022-10-16 18:13:12.59+03,2022-10-18 14:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
9bfbcc17-88df-4331-8f4a-f38e303ad6cb,2022-10-16 18:13:12.59+03,2022-10-18 15:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
d6f08194-d68b-4adf-9f3d-267f8c7ca458,2022-10-16 18:13:12.59+03,2022-10-18 16:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
15535743-3a24-48ea-9c96-4d8d364d29ae,2022-10-16 18:13:12.59+03,2022-10-18 17:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
17531915-2d07-4624-811e-6d935d5864e9,2022-10-16 18:13:12.59+03,2022-10-18 18:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
